	young	middle	old
YPR110C	175.248	80.466	76.965
YPR111W	11.633	18.351	27.574
YPR112C	30.512	17.353	16.915
YPR113W	176.648	52.871	28.324
YPR114W	74.356	29.92	37.976
YPR115W	8.516	20.419	19.854
YPR118W	83.136	21.534	22.439
YPR119W	38.422	6.467	7.591
YPR124W	22.973	235.352	204.904
YPR125W	32.901	38.577	46.418
YPR127W	43.631	1171.386	1039.955
YPR128C	31.166	17.148	23.733
YPR129W	115.527	57.683	66.551
YPR131C	48.24	29.932	25.05
YPR132W	2283.725	1139.887	1219.769
YPR133C	61.657	75.921	85.467
YPR133W-A	525.647	208.713	166.101
YPR134W	8.911	13.321	11.645
YPR135W	21.45	15.144	16.989
YPR137W	28.114	12.773	14.279
YPR138C	20.01	11.377	10.31
YPR139C	18.147	7.928	17.672
YPR140W	13.775	19.359	20.228
YPR141C	13.001	8.607	11.626
YPR143W	45.739	39.088	35.611
YPR144C	27.589	8.944	15.079
YPR145W	236.835	199.014	241.284
YPR147C	30.861	21.93	17.542
YPR148C	57.069	79.021	79.609
YPR149W	964.029	3072.053	3493.447
YPR152C	8.103	7.84	6.516
YPR154W	94.942	528.134	467.28
YPR155C	14.355	17.912	24.554
YPR156C	68.992	171.035	139.136
YPR158W	21.57	28.127	43.155
YPR159W	91.753	43.76	42.427
YPR160W	35.254	176.625	122.748
YPR161C	26.374	23.852	22.512
YPR162C	15.701	10.508	10.785
YPR163C	447.757	166.028	167.156
YPR164W	8.069	4.496	5.558
YPR165W	434.251	434.433	491.401
YPR166C	105.028	76.32	81.773
YPR167C	133.326	117.886	104.02
YPR168W	19.63	28.14	40.227
YPR169W	24.109	10.347	12.898
YPR170W-B	478.561	166.909	175.602
YPR171W	19.315	13.304	13.062
YPR172W	67.338	102.719	128.183
YPR173C	57.375	32.419	39.752
YPR175W	10.771	4.239	3.588
YPR176C	25.951	33.755	21.382
YPR178W	11.923	14.618	11.726
YPR179C	11.135	11.318	19.085
YPR180W	29.512	39.153	25.538
YPR181C	190.151	77.397	73.643
YPR182W	100.719	41.444	45.175
YPR183W	485.185	231.485	266.593
YPR184W	8.956	56.784	64.369
YPR185W	9.36	12.153	13.381
YPR186C	9.351	6.885	6.727
YPR187W	227.764	104.585	119.958
YPR188C	63.221	51.852	46.399
YPR189W	29.315	16.339	15.96
YPR190C	26.819	18.448	20.584
YPR191W	169.455	462.791	386.935
YPR198W	17.777	12.877	16.755
YPR199C	11.415	15.427	11.741
Q0045	38.225	232.92	156.848
Q0050	6.698	24.872	39.642
Q0055	4.22	31.306	54.382
Q0065	6.311	6.051	17.312
Q0080	47.614	53.286	75.573
Q0085	96.086	140.51	124.237
Q0105	80.784	111.075	109.266
Q0110	2.854	8.49	4.468
Q0130	190.157	251.099	350.434
Q0250	48.034	441.914	175.937
Q0275	84.198	953.356	473.272
R0010W	25.858	31.728	39.865
R0020C	72.432	123.536	160.51
R0030W	46.117	47.32	47.106
R0040C	98.713	187.662	184.168
