Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	EMBL	RefSeq
Q9N2S7	unreviewed	Q9N2S7_CAEEL	Seven TM Receptor	str-163 CELE_Y9C9A.3 Y9C9A.3	Caenorhabditis elegans	347	BX284604;	NP_500682.2;
Q9N2U6	reviewed	LTOR2_CAEEL	Ragulator complex protein LAMTOR2 homolog (Late endosomal/lysosomal adapter and MAPK and MTOR activator 1)	lmtr-2 Y97E10AR.7	Caenorhabditis elegans	124	FO081378;	NP_505061.1;
Q9N2W3	unreviewed	Q9N2W3_CAEEL	Nuclear receptor	nhr-277 CELE_Y94H6A.1 Y94H6A.1	Caenorhabditis elegans	498	BX284604;	NP_500250.2;
Q9N2W7	reviewed	NDUAC_CAEEL	Probable NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 (NADH-ubiquinone oxidoreductase 17.0 kDa subunit)	Y94H6A.8	Caenorhabditis elegans	146	FO081810;	NP_500247.2;
Q9N2W9	unreviewed	Q9N2W9_CAEEL	E2 ubiquitin-conjugating enzyme (EC 2.3.2.23)	ubc-8 CELE_Y94H6A.6 Y94H6A.6	Caenorhabditis elegans	216	BX284604;	
Q9N2X2	unreviewed	Q9N2X2_CAEEL	Glutathione peroxidase	gpx-4 CELE_Y94H6A.4 Y94H6A.4	Caenorhabditis elegans	126	BX284604;	NP_500242.2;
Q9N2X3	unreviewed	Q9N2X3_CAEEL	KNL (Kinetochore null) Binding Protein	kbp-4 CELE_Y92C3B.1 Y92C3B.1	Caenorhabditis elegans	97	BX284603;	NP_497330.2;
Q9N2Y1	unreviewed	Q9N2Y1_CAEEL	EF-hand domain-containing protein	pbo-1 CELE_Y71H2AL.1 Y71H2AL.1	Caenorhabditis elegans	196	BX284603;	NP_497601.1;
Q9N2Z6	unreviewed	Q9N2Z6_CAEEL	SSD domain-containing protein	ptr-21 CELE_Y65B4BR.3 Y65B4BR.3	Caenorhabditis elegans	909	BX284601;	NP_490751.1;
Q9N306	unreviewed	Q9N306_CAEEL	Bms1-type G domain-containing protein	CELE_Y61A9LA.10 Y61A9LA.10	Caenorhabditis elegans	1055	BX284605;	NP_504245.3;
Q9N341	unreviewed	Q9N341_CAEEL	ATP-dependent RNA helicase DDX1 (EC 3.6.4.13) (DEAD box protein 1)	CELE_Y55F3BR.1 Y55F3BR.1	Caenorhabditis elegans	728	BX284604;	NP_500004.2;
Q9N361	reviewed	RT25_CAEEL	Small ribosomal subunit protein mS25 (28S ribosomal protein S25, mitochondrial) (MRP-S25) (S25mt)	mrps-25 Y55F3AM.1	Caenorhabditis elegans	170	FO081813;	NP_500032.1;
Q9N368	unreviewed	Q9N368_CAEEL	RRM domain-containing protein	rbm-39 CELE_Y55F3AM.3 Y55F3AM.3	Caenorhabditis elegans	580	BX284604;	NP_500025.1;
Q9N370	unreviewed	Q9N370_CAEEL	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12)	CELE_Y55F3AM.9 Y55F3AM.9	Caenorhabditis elegans	379	BX284604;	NP_500023.1;
Q9N371	unreviewed	Q9N371_CAEEL	Mitochondrial inner membrane protease subunit 2	immp-2 CELE_Y55F3AM.8 Y55F3AM.8	Caenorhabditis elegans	152	BX284604;	NP_500022.1;
Q9N384	unreviewed	Q9N384_CAEEL	Galectin	lec-6 CELE_Y55B1AR.1 Y55B1AR.1	Caenorhabditis elegans	146	BX284603;	NP_497215.1;
Q9N393	unreviewed	Q9N393_CAEEL	Glutamate-rich WD repeat-containing protein 1	grwd-1 CELE_Y54H5A.1 Y54H5A.1	Caenorhabditis elegans	453	BX284603;	NP_498091.1;
Q9N394	unreviewed	Q9N394_CAEEL	RNA-binding protein 42 (RNA-binding motif protein 42)	rbm-42 tag-262 CELE_Y54H5A.3 Y54H5A.3	Caenorhabditis elegans	302	BX284603;	NP_498090.1;
Q9N3C5	unreviewed	Q9N3C5_CAEEL	GPI ethanolamine phosphate transferase 1 (EC 2.-.-.-)	pign-1 CELE_Y54E10BR.1 Y54E10BR.1	Caenorhabditis elegans	906	BX284601;	NP_001249297.1;
Q9N3C8	unreviewed	Q9N3C8_CAEEL	ADP-ribosylation factor-related protein 1	CELE_Y54E10BR.2 Y54E10BR.2	Caenorhabditis elegans	191	BX284601;	NP_491094.1;
Q9N3C9	unreviewed	Q9N3C9_CAEEL	DNA-directed RNA polymerase II subunit RPB7	rpb-7 CELE_Y54E10BR.6 Y54E10BR.6	Caenorhabditis elegans	197	BX284601;	NP_491093.1;
Q9N3D0	unreviewed	Q9N3D0_CAEEL	Signal peptidase complex catalytic subunit SEC11 (EC 3.4.21.89)	sec-11 CELE_Y54E10BR.5 Y54E10BR.5	Caenorhabditis elegans	183	BX284601;	NP_491092.1;
Q9N3D1	unreviewed	Q9N3D1_CAEEL	RING-type E3 ubiquitin transferase (EC 2.3.2.27)	rnf-126 CELE_Y54E10BR.3 Y54E10BR.3	Caenorhabditis elegans	304	BX284601;	NP_491091.1;
Q9N3D3	unreviewed	Q9N3D3_CAEEL	RNA-binding protein NOB1	nobh-1 CELE_Y54E10BR.4 Y54E10BR.4	Caenorhabditis elegans	364	BX284601;	NP_491090.1;
Q9N3D7	unreviewed	Q9N3D7_CAEEL	Nematode cuticle collagen N-terminal domain-containing protein	col-48 CELE_Y54E10BL.2 Y54E10BL.2	Caenorhabditis elegans	285	BX284601;	NP_491088.1;
Q9N3E0	unreviewed	Q9N3E0_CAEEL	J domain-containing protein	dnj-28 CELE_Y54E10BL.4 Y54E10BL.4	Caenorhabditis elegans	494	BX284601;	NP_491084.1;
Q9N3E5	unreviewed	Q9N3E5_CAEEL	rhomboid protease (EC 3.4.21.105)	rom-5 CELE_Y54E10A.14 Y54E10A.14	Caenorhabditis elegans	325	BX284601;	NP_491125.4;
Q9N3E8	unreviewed	Q9N3E8_CAEEL	PH domain-containing protein	syp-5 CELE_Y54E10A.12 Y54E10A.12	Caenorhabditis elegans	547	BX284601;	NP_491120.1;
Q9N3F0	reviewed	RPF2_CAEEL	Ribosome production factor 2 homolog (Brix domain-containing protein 1 homolog) (Ribosome biogenesis protein RPF2 homolog)	Y54E10A.10	Caenorhabditis elegans	297	FO081614;	NP_491117.1;
Q9N3F1	reviewed	DCTN6_CAEEL	Dynactin subunit 6	dnc-6 Y54E10A.5	Caenorhabditis elegans	180	FO081614;	NP_491116.2;
Q9N3F3	unreviewed	Q9N3F3_CAEEL	Large ribosomal subunit protein bL17m (39S ribosomal protein L17, mitochondrial)	mrpl-17 CELE_Y54E10A.7 Y54E10A.7	Caenorhabditis elegans	194	BX284601;	NP_491114.2;
Q9N3F6	unreviewed	Q9N3F6_CAEEL	PHD-type domain-containing protein	phf-15 CELE_Y53G8AR.2 Y53G8AR.2	Caenorhabditis elegans	741	BX284603;	NP_497691.1;
Q9N3F8	unreviewed	Q9N3F8_CAEEL	Small monomeric GTPase	ral-1 CELE_Y53G8AR.3 Y53G8AR.3	Caenorhabditis elegans	213	BX284603;	NP_001254867.1;
Q9N3H3	unreviewed	Q9N3H3_CAEEL	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial (Complex I-39kD) (NADH-ubiquinone oxidoreductase 39 kDa subunit)	nduf-9 CELE_Y53G8AL.2 Y53G8AL.2	Caenorhabditis elegans	431	BX284603;	NP_497675.1;
Q9N3H9	unreviewed	Q9N3H9_CAEEL	protein-disulfide reductase (EC 1.8.1.8)	nxnr-1 CELE_Y52E8A.3 Y52E8A.3	Caenorhabditis elegans	149	BX284602;	NP_494757.1;
Q9N3J4	unreviewed	Q9N3J4_CAEEL	Nuclear nucleic acid-binding protein C1D	CELE_Y51H7C.7 Y51H7C.7	Caenorhabditis elegans	133	BX284602;	NP_493965.1;
Q9N3L2	unreviewed	Q9N3L2_CAEEL	DNA 5'-3' helicase (EC 5.6.2.3)	xpd-1 CELE_Y50D7A.2 Y50D7A.2	Caenorhabditis elegans	755	BX284603;	
Q9N3L4	unreviewed	Q9N3L4_CAEEL	phosphorylase kinase (EC 2.7.11.19)	CELE_Y50D7A.3 Y50D7A.3	Caenorhabditis elegans	426	BX284603;	NP_497181.2;
Q9N3N3	unreviewed	Q9N3N3_CAEEL	Choline/carnitine acyltransferase domain-containing protein	cpt-3 CELE_Y48G9A.10 Y48G9A.10	Caenorhabditis elegans	722	BX284603;	NP_497498.2;
Q9N3Q9	unreviewed	Q9N3Q9_CAEEL	Nucleolar protein 14	nol-14 CELE_Y48G1A.4 Y48G1A.4	Caenorhabditis elegans	829	BX284601;	
Q9N3R7	unreviewed	Q9N3R7_CAEEL	Human/fission yeast MIS (MInichromosome Stability) homolog	mis-12 CELE_Y47G6A.24 Y47G6A.24	Caenorhabditis elegans	175	BX284601;	NP_491184.1;
Q9N3S5	unreviewed	Q9N3S5_CAEEL	Tyrosine-protein kinase (EC 2.7.10.2)	CELE_Y47G6A.5 Y47G6A.5	Caenorhabditis elegans	618	BX284601;	NP_491175.2;
Q9N3S8	unreviewed	Q9N3S8_CAEEL	Golgi phosphoprotein 3 homolog sauron	CELE_Y47G6A.18 Y47G6A.18	Caenorhabditis elegans	280	BX284601;	NP_491172.2;
Q9N3S9	unreviewed	Q9N3S9_CAEEL	Sugar phosphate transporter domain-containing protein	CELE_Y47G6A.7 Y47G6A.7	Caenorhabditis elegans	410	BX284601;	NP_001021769.1;
Q9N3T7	unreviewed	Q9N3T7_CAEEL	non-specific serine/threonine protein kinase (EC 2.7.11.1)	CELE_Y47G6A.13 Y47G6A.13	Caenorhabditis elegans	468	BX284601;	NP_491162.1;
Q9N3U9	unreviewed	Q9N3U9_CAEEL	Skp1-related protein	skr-14 CELE_Y47D7A.8 Y47D7A.8	Caenorhabditis elegans	168	BX284605;	NP_504220.4;
Q9N3X2	reviewed	RS4_CAEEL	Small ribosomal subunit protein eS4 (40S ribosomal protein S4)	rps-4 Y43B11AR.4	Caenorhabditis elegans	259	FO081794;	NP_501103.1;
Q9N3X5	unreviewed	Q9N3X5_CAEEL	Serpentine receptor class gamma	srg-50 CELE_Y43B11AR.2 Y43B11AR.2	Caenorhabditis elegans	300	BX284604;	NP_501100.2;
Q9N3Y4	unreviewed	Q9N3Y4_CAEEL	FYVE-type domain-containing protein	rabs-5 CELE_Y42H9AR.3 Y42H9AR.3	Caenorhabditis elegans	563	BX284604;	NP_501352.1;
Q9N3Y9	unreviewed	Q9N3Y9_CAEEL	Ion transport domain-containing protein	ocr-4 CELE_Y40C5A.2 Y40C5A.2	Caenorhabditis elegans	756	BX284604;	NP_501172.2;
Q9N3Z0	unreviewed	Q9N3Z0_CAEEL	ZZ-type domain-containing protein	sqst-2 CELE_Y40C5A.1 Y40C5A.1	Caenorhabditis elegans	242	BX284604;	NP_501171.2;
Q9N413	unreviewed	Q9N413_CAEEL	Platelet-derived growth factor (PDGF) family profile domain-containing protein	pvf-1 CELE_Y39A3CL.6 Y39A3CL.6	Caenorhabditis elegans	304	BX284603;	NP_497461.1;
Q9N415	unreviewed	Q9N415_CAEEL	Variant SH3 domain protein	rimb-1 tag-168 CELE_Y39A3CL.2 Y39A3CL.2	Caenorhabditis elegans	1276	BX284603;	NP_497459.3;
Q9N418	unreviewed	Q9N418_CAEEL	Nuclear receptor domain-containing protein	nhr-236 CELE_Y38F2AL.5 Y38F2AL.5	Caenorhabditis elegans	283	BX284604;	NP_500190.3;
Q9N477	unreviewed	Q9N477_CAEEL	U3 small nucleolar RNA-associated protein 15 homolog	CELE_Y23H5B.5 Y23H5B.5	Caenorhabditis elegans	561	BX284601;	NP_490990.2;
Q9N488	unreviewed	Q9N488_CAEEL	Receptor expression-enhancing protein	CELE_Y110A2AR.1 Y110A2AR.1	Caenorhabditis elegans	251	BX284602;	NP_494399.1;
Q9N490	unreviewed	Q9N490_CAEEL	E2 ubiquitin-conjugating enzyme (EC 2.3.2.23)	ubc-15 CELE_Y110A2AR.2 Y110A2AR.2	Caenorhabditis elegans	218	BX284602;	NP_494397.1;
Q9N492	unreviewed	Q9N492_CAEEL	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	pinn-1 CELE_Y110A2AL.13 Y110A2AL.13	Caenorhabditis elegans	161	BX284602;	NP_494393.2;
Q9N4A9	unreviewed	Q9N4A9_CAEEL	NAD(+) kinase (EC 2.7.1.23)	nadk-1 CELE_Y77E11A.2 Y77E11A.2	Caenorhabditis elegans	370	BX284604;	NP_500084.2;
Q9N4B1	unreviewed	Q9N4B1_CAEEL	Calpain catalytic domain-containing protein	clp-7 CELE_Y77E11A.11 Y77E11A.11	Caenorhabditis elegans	778	BX284604;	NP_500082.2;
Q9N4B7	unreviewed	Q9N4B7_CAEEL	DNA-directed RNA polymerase subunit	rpc-11 CELE_Y77E11A.6 Y77E11A.6	Caenorhabditis elegans	108	BX284604;	NP_500076.1;
Q9N4C1	unreviewed	Q9N4C1_CAEEL	Cyclic nucleotide-binding domain-containing protein	cng-2 CELE_Y76B12C.1 Y76B12C.1	Caenorhabditis elegans	819	BX284604;	
Q9N4C2	reviewed	CPSF1_CAEEL	Probable cleavage and polyadenylation specificity factor subunit 1 (Cleavage and polyadenylation specificity factor 160 kDa subunit) (CPSF 160 kDa subunit)	cpsf-1 Y76B12C.7	Caenorhabditis elegans	1454	FO081666;	NP_500157.2;
Q9N4C3	unreviewed	Q9N4C3_CAEEL	XPC (Xeroderma Pigmentosum group C) DNA repair gene homolog	xpc-1 CELE_Y76B12C.2 Y76B12C.2	Caenorhabditis elegans	1119	BX284604;	NP_500156.2;
Q9N4E6	unreviewed	Q9N4E6_CAEEL	Protein kinase domain-containing protein	CELE_Y73B6A.1 Y73B6A.1	Caenorhabditis elegans	414	BX284604;	NP_501030.2;
Q9N4E8	unreviewed	Q9N4E8_CAEEL	Phosphorylated adapter RNA export protein (RNA U small nuclear RNA export adapter protein)	CELE_Y71H2B.2 Y71H2B.2	Caenorhabditis elegans	341	BX284603;	NP_497592.1;
Q9N4F2	reviewed	MED19_CAEEL	Mediator of RNA polymerase II transcription subunit 19 (Mediator complex subunit 19)	mdt-19 Y71H2B.6	Caenorhabditis elegans	199	FO081557;	NP_497587.1;
Q9N4F3	unreviewed	Q9N4F3_CAEEL	AP complex subunit beta	apb-1 CELE_Y71H2B.10 Y71H2B.10	Caenorhabditis elegans	955	BX284603;	NP_001022937.1;
Q9N4F4	unreviewed	Q9N4F4_CAEEL	G Protein, Alpha subunit	gpa-17 CELE_Y71H2B.7 Y71H2B.7	Caenorhabditis elegans	406	BX284603;	NP_497585.1;
Q9N4G8	unreviewed	Q9N4G8_CAEEL	Receptor expression-enhancing protein	yop-1 CELE_Y71F9B.3 Y71F9B.3	Caenorhabditis elegans	183	BX284601;	NP_491033.1;
Q9N4H1	unreviewed	Q9N4H1_CAEEL	tRNA (guanine(10)-N2)-methyltransferase homolog (tRNA guanosine-2'-O-methyltransferase TRM11 homolog)	CELE_Y71F9AL.1 Y71F9AL.1	Caenorhabditis elegans	432	BX284601;	NP_491075.2;
Q9N4H6	unreviewed	Q9N4H6_CAEEL	maleylacetoacetate isomerase (EC 5.2.1.2)	gst-43 CELE_Y71F9AL.5 Y71F9AL.5	Caenorhabditis elegans	214	BX284601;	NP_491070.1;
Q9N4I4	reviewed	RL10A_CAEEL	Large ribosomal subunit protein uL1 (60S ribosomal protein L10a)	rpl-1 rpl-10a Y71F9AL.13	Caenorhabditis elegans	216	FO081777;	NP_491061.1;
Q9N4I6	unreviewed	Q9N4I6_CAEEL	RING-type E3 ubiquitin transferase (EC 2.3.2.27)	CELE_Y71F9AL.10 Y71F9AL.10	Caenorhabditis elegans	189	BX284601;	NP_491059.2;
Q9N4J7	unreviewed	Q9N4J7_CAEEL	TOG domain-containing protein	CELE_F54A3.2 F54A3.2	Caenorhabditis elegans	748	BX284602;	NP_494219.4;
Q9N4K0	reviewed	MIC10_CAEEL	MICOS complex subunit Mic10	F54A3.5	Caenorhabditis elegans	105	FO081460;	NP_494216.1;
Q9N4L2	unreviewed	Q9N4L2_CAEEL	Homeobox domain-containing protein	ceh-45 CELE_ZK993.1 ZK993.1	Caenorhabditis elegans	229	BX284601;	NP_490823.1;
Q9N4L6	unreviewed	Q9N4L6_CAEEL	Thioredoxin domain-containing protein	CELE_ZK973.11 ZK973.11	Caenorhabditis elegans	447	BX284601;	NP_491361.1;
Q9N4L8	unreviewed	Q9N4L8_CAEEL	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	lpd-5 CELE_ZK973.10 ZK973.10	Caenorhabditis elegans	176	BX284601;	NP_491359.2;
Q9N4M3	unreviewed	Q9N4M3_CAEEL	AcetylCholine Receptor	acr-6 CELE_ZK973.5 ZK973.5	Caenorhabditis elegans	551	BX284601;	NP_491354.2;
Q9N4N3	unreviewed	Q9N4N3_CAEEL	ER membrane protein complex subunit 4	perm-3 CELE_ZK616.6 ZK616.6	Caenorhabditis elegans	174	BX284604;	NP_500802.1;
Q9N4N4	unreviewed	Q9N4N4_CAEEL	Actin-related protein 4	swsn-6 CELE_ZK616.4 ZK616.4	Caenorhabditis elegans	436	BX284604;	NP_500801.2;
Q9N4P9	unreviewed	Q9N4P9_CAEEL	Exoribonuclease phosphorolytic domain-containing protein	exos-4.2 CELE_Y6D11A.1 Y6D11A.1	Caenorhabditis elegans	241	BX284603;	NP_497279.2;
Q9N4Q4	unreviewed	Q9N4Q4_CAEEL	CYtochrome P450 family	cyp-33c12 cyp-33C12 CELE_Y5H2B.6 Y5H2B.6	Caenorhabditis elegans	426	BX284605;	NP_503599.1;
Q9N4Q5	unreviewed	Q9N4Q5_CAEEL	Cytochrome P450 4c3	cyp-32b1 cyp-32B1 CELE_Y5H2B.5 Y5H2B.5	Caenorhabditis elegans	516	BX284605;	NP_503598.1;
Q9N4S0	unreviewed	Q9N4S0_CAEEL	maleylacetoacetate isomerase (EC 5.2.1.2)	CELE_Y53G8B.1 Y53G8B.1	Caenorhabditis elegans	213	BX284603;	NP_497662.1;
Q9N4S3	unreviewed	Q9N4S3_CAEEL	Acyltransferase (EC 2.3.1.-)	CELE_Y53G8B.2 Y53G8B.2	Caenorhabditis elegans	340	BX284603;	NP_497659.1;
Q9N4S6	unreviewed	Q9N4S6_CAEEL	Tyrosine-protein kinase (EC 2.7.10.2)	CELE_Y52D5A.2 Y52D5A.2	Caenorhabditis elegans	544	BX284604;	NP_500813.3;
Q9N4T5	unreviewed	Q9N4T5_CAEEL	ubiquitinyl hydrolase 1 (EC 3.4.19.12)	otub-2 CELE_Y50C1A.1 Y50C1A.1	Caenorhabditis elegans	642	BX284601;	NP_490730.2;
Q9N4V4	reviewed	SCPL3_CAEEL	CTD small phosphatase-like protein 3 (CTDSP-like 3) (EC 3.1.3.-)	scpl-3 Y47D9A.2	Caenorhabditis elegans	287	FO080843;FO080843;	NP_491348.1;
Q9N4Y8	unreviewed	Q9N4Y8_CAEEL	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	nuo-5 CELE_Y45G12B.1 Y45G12B.1	Caenorhabditis elegans	729	BX284605;	NP_503733.1;
Q9N4Y9	reviewed	ZFPL1_CAEEL	Zinc finger protein-like 1 homolog	Y45G12B.2	Caenorhabditis elegans	309	FO080651;FO080651;	NP_503731.1 [Q9N4Y9-1];NP_503732.2;
Q9N4Z0	reviewed	L2HDH_CAEEL	L-2-hydroxyglutarate dehydrogenase, mitochondrial (EC 1.1.99.2)	Y45G12B.3	Caenorhabditis elegans	433	FO080651;	NP_503730.1;
Q9N4Z7	unreviewed	Q9N4Z7_CAEEL	Mevalonate kinase	mvk-1 CELE_Y42G9A.4 Y42G9A.4	Caenorhabditis elegans	607	BX284603;	NP_001022866.1;
Q9N501	unreviewed	Q9N501_CAEEL	CBS domain-containing protein	aakg-3 CELE_Y41G9A.3 Y41G9A.3	Caenorhabditis elegans	425	BX284606;	NP_508509.3;
Q9N517	unreviewed	Q9N517_CAEEL	Ligand-Gated ion Channel	lgc-42 CELE_Y39A3B.2 Y39A3B.2	Caenorhabditis elegans	412	BX284603;	NP_497489.3;
Q9N525	unreviewed	Q9N525_CAEEL	Cytochrome P450	cyp-29a3 cyp-29A3 CELE_Y38C9B.1 Y38C9B.1	Caenorhabditis elegans	503	BX284605;	NP_503130.2;
Q9N527	unreviewed	Q9N527_CAEEL	Nematode cuticle collagen N-terminal domain-containing protein	col-109 CELE_Y38C1BA.3 Y38C1BA.3	Caenorhabditis elegans	291	BX284604;	NP_500138.1;
Q9N537	unreviewed	Q9N537_CAEEL	Protein phosphatase inhibitor 2	szy-2 CELE_Y32H12A.4 Y32H12A.4	Caenorhabditis elegans	193	BX284603;	NP_498147.1;
Q9N554	unreviewed	Q9N554_CAEEL	OCEL domain-containing protein	ell-1 CELE_Y24D9A.1 Y24D9A.1	Caenorhabditis elegans	678	BX284604;	NP_741374.2;
Q9N579	unreviewed	Q9N579_CAEEL	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)	CELE_Y17G9B.4 Y17G9B.4	Caenorhabditis elegans	262	BX284604;	NP_500632.3;
Q9N580	unreviewed	Q9N580_CAEEL	Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial	CELE_Y17G9B.5 Y17G9B.5	Caenorhabditis elegans	350	BX284604;	NP_500631.1;
Q9N584	unreviewed	Q9N584_CAEEL	Small ribosomal subunit protein mS39	let-630 CELE_Y110A7A.19 Y110A7A.19	Caenorhabditis elegans	664	BX284601;	
Q9N585	unreviewed	Q9N585_CAEEL	Piwi domain-containing protein	ppw-2 CELE_Y110A7A.18 Y110A7A.18	Caenorhabditis elegans	975	BX284601;	NP_491535.1;
Q9N590	unreviewed	Q9N590_CAEEL	6-phosphofructo-2-kinase domain-containing protein	pfkb-1.1 CELE_Y110A7A.6 Y110A7A.6	Caenorhabditis elegans	450	BX284601;	NP_491529.2;
Q9N592	unreviewed	Q9N592_CAEEL	U4/U6 small nuclear ribonucleoprotein Prp31 (Pre-mRNA-processing factor 31)	prp-31 CELE_Y110A7A.8 Y110A7A.8	Caenorhabditis elegans	504	BX284601;	NP_491527.1;
Q9N598	reviewed	USE1_CAEEL	Vesicle transport protein USE1 (USE1-like protein)	Y110A7A.11	Caenorhabditis elegans	254	BX284601;	NP_491521.2;
Q9N599	reviewed	PSA4_CAEEL	Proteasome subunit alpha type-4 (Proteasome subunit alpha 3)	pas-3 Y110A7A.14	Caenorhabditis elegans	250	FO080728;	NP_491520.2;
Q9N5A1	reviewed	MED20_CAEEL	Mediator of RNA polymerase II transcription subunit 20 (Mediator complex subunit 20)	mdt-20 Y104H12D.1	Caenorhabditis elegans	198	FO080911;	NP_500050.1;
Q9N5D8	unreviewed	Q9N5D8_CAEEL	Palmitoyltransferase (EC 2.3.1.225)	dhhc-11 CELE_T22E7.2 T22E7.2	Caenorhabditis elegans	316	BX284601;	NP_491675.3;
Q9N5E4	unreviewed	Q9N5E4_CAEEL	Cytochrome b-c1 complex subunit 7 (Complex III subunit VII) (Ubiquinol-cytochrome c reductase complex 14 kDa protein)	CELE_T02H6.11 T02H6.11	Caenorhabditis elegans	130	BX284602;	NP_493795.1;
Q9N5G5	unreviewed	Q9N5G5_CAEEL	Serpentine receptor class gamma	srg-58 CELE_R05D8.6 R05D8.6	Caenorhabditis elegans	327	BX284605;	NP_503750.1;
Q9N5I1	unreviewed	Q9N5I1_CAEEL	CYtochrome P450 family	cyp-35a3 cyp-35A3 CELE_K09D9.2 K09D9.2	Caenorhabditis elegans	494	BX284605;	NP_504121.1;
Q9N5K2	reviewed	RPAB1_CAEEL	DNA-directed RNA polymerases I, II, and III subunit RPABC1 (RNA polymerases I, II, and III subunit ABC1) (RPB5 homolog)	rpb-5 H27M09.2	Caenorhabditis elegans	211	FO081567;	NP_491961.1;
Q9N5L9	unreviewed	Q9N5L9_CAEEL	Bromodomain adjacent to zinc finger domain protein 1A	athp-2 CELE_H20J04.2 H20J04.2	Caenorhabditis elegans	1412	BX284602;	NP_494767.1;
Q9N5M1	unreviewed	Q9N5M1_CAEEL	RNA helicase (EC 3.6.4.13)	CELE_H20J04.4 H20J04.4	Caenorhabditis elegans	488	BX284602;	NP_001040788.1;
Q9N5M9	unreviewed	Q9N5M9_CAEEL	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12)	CELE_H12I13.1 H12I13.1	Caenorhabditis elegans	910	BX284602;	NP_001335513.1;
Q9N5N8	reviewed	SURF1_CAEEL	SURF1-like protein	sft-1 H06I04.2	Caenorhabditis elegans	323	FO081532;	NP_497657.1;
Q9N5S8	unreviewed	Q9N5S8_CAEEL	Phospholipid/glycerol acyltransferase domain-containing protein	acl-4 CELE_F49H12.6 F49H12.6	Caenorhabditis elegans	617	BX284606;	NP_508379.1;
Q9N5S9	unreviewed	Q9N5S9_CAEEL	Phospholipid/glycerol acyltransferase domain-containing protein	acl-4 CELE_F49H12.6 F49H12.6	Caenorhabditis elegans	410	BX284606;	NP_508380.2;
Q9N5U1	unreviewed	Q9N5U1_CAEEL	Alpha-1,4 glucan phosphorylase (EC 2.4.1.1)	pygl-1 CELE_T22F3.3 T22F3.3	Caenorhabditis elegans	882	BX284605;	NP_504007.1;
Q9N5V4	unreviewed	Q9N5V4_CAEEL	Gamma-glutamyltranspeptidase 1	C53D5.5 CELE_C53D5.5	Caenorhabditis elegans	642	BX284601;	NP_490714.1;
Q9N5V7	unreviewed	Q9N5V7_CAEEL	RING-CH-type domain-containing protein	marc-4 C53D5.2 CELE_C53D5.2	Caenorhabditis elegans	317	BX284601;	
Q9N5X5	unreviewed	Q9N5X5_CAEEL	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial (Glu-AdT subunit B) (EC 6.3.5.-)	C39B5.6 CELE_C39B5.6	Caenorhabditis elegans	506	BX284603;	NP_497510.2;
Q9N5X7	unreviewed	Q9N5X7_CAEEL	Peptidase M12B domain-containing protein	tag-275 C34H3.1 CELE_C34H3.1	Caenorhabditis elegans	472	BX284606;	NP_509031.2;
Q9N5Z7	unreviewed	Q9N5Z7_CAEEL	PNPLA domain-containing protein	B0524.2 CELE_B0524.2	Caenorhabditis elegans	348	BX284603;	NP_497474.3;
Q9NA34	unreviewed	Q9NA34_CAEEL	CCR4-NOT transcription complex subunit 11	ntl-11 CELE_Y73F8A.25 Y73F8A.25	Caenorhabditis elegans	640	BX284604;	NP_502860.2;
Q9NA35	unreviewed	Q9NA35_CAEEL	General transcription factor IIH subunit 4	gtf-2h4 gtf-2H4 CELE_Y73F8A.24 Y73F8A.24	Caenorhabditis elegans	481	BX284604;	NP_001255863.1;
Q9NA55	reviewed	TBX40_CAEEL	Putative T-box protein 40	tbx-40 Y73F8A.17	Caenorhabditis elegans	380	AL132862;	NP_502852.1;
Q9NA56	reviewed	TBX39_CAEEL	Putative T-box protein 39	tbx-39 Y73F8A.16	Caenorhabditis elegans	396	AL132862;	NP_502851.1;
Q9NA59	unreviewed	Q9NA59_CAEEL	Bestrophin homolog	best-21 CELE_Y73F8A.11 Y73F8A.11	Caenorhabditis elegans	395	BX284604;	NP_502846.2;
Q9NA62	unreviewed	Q9NA62_CAEEL	Ligand-gated ion channel 50	lgc-52 CELE_Y73F8A.2 Y73F8A.2	Caenorhabditis elegans	423	BX284604;	NP_502839.3;
Q9NA71	unreviewed	Q9NA71_CAEEL	RING-type domain-containing protein	CELE_Y57A10A.31 Y57A10A.31	Caenorhabditis elegans	1180	BX284602;	NP_496609.2;
Q9NA72	reviewed	SDHF2_CAEEL	Succinate dehydrogenase assembly factor 2, mitochondrial (SDH assembly factor 2) (SDHAF2)	Y57A10A.29	Caenorhabditis elegans	119	AL117195;	NP_496607.1;
